1, delta
2, alpha
3, beta
4, mu
5, mu
6, lambda
7, omega
8, alpha
9, alpha
10, mu
11, delta
12, gamma
13, xi
14, delta
15, alpha
16, xi
17, xi
18, pi
19, delta
20, pi
21, delta
22, pi
23, gamma
24, delta
25, alpha
26, xi
27, lambda
28, alpha
29, mu
30, xi
31, pi
32, mu
33, xi
34, xi
35, alpha
36, delta
37, gamma
38, sigma
39, xi
40, delta
41, xi
42, xi
43, mu
44, pi
45, xi
46, alpha
47, alpha
48, pi
49, alpha
50, xi
51, xi
52, pi
53, alpha
54, alpha
55, delta
56, gamma
57, mu
58, alpha
59, beta
60, omega
61, xi
62, alpha
63, gamma
64, alpha
65, delta
66, xi
67, sigma
68, xi
69, xi
70, delta
71, gamma
72, alpha
73, xi
74, delta
75, gamma
76, alpha
77, alpha
78, lambda
79, gamma
80, alpha
81, xi
82, mu
83, alpha
84, xi
85, alpha
86, xi
87, alpha
88, xi
89, pi
90, alpha
91, pi
92, xi
93, xi
94, pi
95, xi
96, pi
97, alpha
98, pi
99, gamma
100, pi
101, gamma
102, pi
103, pi
104, mu
105, gamma
106, xi
107, alpha
108, xi
109, alpha
110, pi
111, mu
112, mu
113, gamma
114, gamma
115, xi
116, alpha
117, alpha
118, alpha
119, delta
120, xi
121, alpha
122, sigma
123, mu
124, alpha
125, pi
126, mu
127, lambda
128, xi
129, alpha
130, xi
131, pi
132, gamma
133, alpha
134, xi
135, xi
136, xi
137, mu
138, delta
139, xi
140, delta
141, xi
142, pi
143, xi
144, alpha
145, mu
146, alpha
147, mu
148, delta
149, beta
150, delta
151, delta
152, xi
153, gamma
154, xi
155, xi
156, delta
157, pi
158, pi
159, lambda
160, delta
161, mu
162, mu
163, delta
164, beta
165, xi
166, delta
167, alpha
168, gamma
169, gamma
170, alpha
171, pi
172, lambda
173, xi
174, alpha
175, mu
176, mu
177, mu
178, mu
179, pi
180, delta
181, gamma
182, gamma
183, xi
184, xi
185, alpha
186, alpha
187, mu
188, lambda
189, alpha
190, xi
191, mu
192, gamma
193, xi
194, gamma
195, pi
196, omega
197, alpha
198, xi
199, xi
200, mu
201, gamma
202, delta
203, beta
204, xi
205, lambda
206, xi
207, xi
208, alpha
209, alpha
210, alpha
211, alpha
212, pi
213, alpha
214, gamma
215, lambda
216, mu
217, sigma
218, mu
219, alpha
220, alpha
221, xi
222, delta
223, alpha
224, delta
225, gamma
226, alpha
227, delta
228, omega
229, xi
230, pi
231, mu
232, pi
233, alpha
234, alpha
235, lambda
236, delta
237, alpha
238, alpha
239, pi
240, xi
241, mu
242, alpha
243, gamma
244, lambda
245, sigma
246, delta
247, xi
248, xi
249, xi
250, pi
251, xi
252, mu
253, beta
254, gamma
255, delta
256, xi
257, mu
258, mu
259, pi
260, beta
261, xi
262, xi
263, sigma
264, delta
265, pi
266, alpha
267, mu
268, alpha
269, xi
270, pi
271, alpha
272, lambda
273, delta
274, alpha
275, pi
276, pi
277, omega
278, xi
279, delta
280, delta
281, xi
282, pi
283, pi
284, alpha
285, alpha
286, pi
287, sigma
288, mu
289, delta
290, mu
291, mu
292, pi
293, delta
294, gamma
295, mu
296, xi
297, alpha
298, mu
299, delta
300, gamma
301, gamma
302, alpha
303, alpha
304, pi
305, xi
306, gamma
307, xi
308, gamma
309, xi
310, delta
311, delta
312, alpha
313, pi
314, pi
315, xi
316, pi
317, alpha
318, gamma
319, alpha
320, beta
321, xi
322, alpha
323, alpha
324, alpha
325, xi
326, alpha
327, omega
328, delta
329, delta
330, pi
331, delta
332, xi
333, beta
334, xi
335, alpha
336, alpha
337, alpha
338, mu
339, gamma
340, xi
341, mu
342, mu
343, mu
344, alpha
345, pi
346, alpha
347, delta
348, pi
349, pi
350, delta
351, alpha
352, pi
353, gamma
354, mu
355, pi
356, alpha
357, gamma
358, mu
359, mu
360, alpha
361, alpha
362, delta
363, gamma
364, beta
365, alpha
366, delta
367, pi
368, pi
369, xi
370, alpha
371, pi
372, mu
373, alpha
374, xi
375, beta
376, delta
377, alpha
378, gamma
379, xi
380, mu
381, delta
382, xi
383, alpha
384, gamma
385, alpha
386, alpha
387, gamma
388, delta
389, xi
390, lambda
391, gamma
392, gamma
393, mu
394, beta
395, alpha
396, mu
397, alpha
398, sigma
399, omega
400, delta
401, sigma
402, mu
403, gamma
404, mu
405, gamma
406, delta
407, alpha
408, sigma
409, gamma
410, xi
411, xi
412, gamma
413, alpha
414, xi
415, alpha
416, xi
417, gamma
418, omega
419, sigma
420, beta
421, gamma
422, alpha
423, alpha
424, lambda
425, xi
426, xi
427, delta
428, xi
429, xi
430, alpha
431, alpha
432, lambda
433, mu
434, xi
435, alpha
436, sigma
437, pi
438, xi
439, alpha
440, xi
441, pi
442, alpha
443, alpha
444, delta
445, delta
446, delta
447, lambda
448, delta
449, xi
450, alpha
451, sigma
452, sigma
453, alpha
454, mu
455, delta
456, gamma
457, lambda
458, xi
459, mu
460, xi
461, mu
462, alpha
463, gamma
464, alpha
465, xi
466, lambda
467, pi
468, mu
469, alpha
470, xi
471, mu
472, alpha
473, sigma
474, alpha
475, mu
476, delta
477, xi
478, xi
479, alpha
480, mu
481, gamma
482, alpha
483, alpha
484, omega
485, alpha
486, pi
487, omega
488, pi
489, pi
490, alpha
491, lambda
492, alpha
493, delta
494, xi
495, gamma
496, mu
497, gamma
498, gamma
499, alpha
500, alpha
501, alpha
502, mu
503, xi
504, delta
505, beta
506, xi
507, pi
508, delta
509, delta
510, sigma
511, mu
512, delta
513, xi
514, alpha
515, alpha
516, beta
517, pi
518, mu
519, xi
520, alpha
521, mu
522, delta
523, delta
524, alpha
525, sigma
526, alpha
527, xi
528, xi
529, mu
530, alpha
531, gamma
532, lambda
533, lambda
534, pi
535, beta
536, mu
537, pi
538, alpha
539, alpha
540, alpha
541, pi
542, xi
543, gamma
544, xi
545, delta
546, sigma
547, alpha
548, delta
549, alpha
550, pi
551, gamma
552, mu
553, lambda
554, xi
555, xi
556, mu
557, alpha
558, xi
559, xi
560, xi
561, sigma
562, alpha
563, mu
564, xi
565, pi
566, xi
567, gamma
568, alpha
569, xi
570, xi
571, xi
572, alpha
573, gamma
574, xi
575, alpha
576, xi
577, alpha
578, delta
579, alpha
580, mu
581, lambda
582, xi
583, mu
584, omega
585, mu
586, beta
587, beta
588, gamma
589, pi
590, xi
591, xi
592, alpha
593, xi
594, xi
595, gamma
596, xi
597, alpha
598, mu
599, gamma
600, mu
601, xi
602, alpha
603, mu
604, sigma
605, delta
606, mu
607, alpha
608, xi
609, xi
610, delta
611, alpha
612, xi
613, gamma
614, alpha
615, xi
616, mu
617, xi
618, xi
619, delta
620, xi
621, mu
622, xi
623, xi
624, delta
625, pi
626, xi
627, xi
628, delta
629, pi
630, pi
631, alpha
632, mu
633, alpha
634, omega
635, sigma
636, alpha
637, sigma
638, sigma
639, alpha
640, mu
641, delta
642, delta
643, alpha
644, pi
645, xi
646, mu
647, pi
648, xi
649, sigma
650, alpha
651, mu
652, xi
653, xi
654, alpha
655, gamma
656, pi
657, gamma
658, omega
659, beta
660, gamma
661, delta
662, pi
663, xi
664, gamma
665, alpha
666, lambda
667, xi
668, xi
669, alpha
670, alpha
671, mu
672, delta
673, gamma
674, xi
675, xi
676, delta
677, xi
678, pi
679, pi
680, alpha
681, pi
682, pi
683, alpha
684, alpha
685, alpha
686, xi
687, beta
688, alpha
689, delta
690, xi
691, sigma
692, pi
693, xi
694, delta
695, xi
696, lambda
697, beta
698, gamma
699, xi
700, xi
701, xi
702, gamma
703, gamma
704, xi
705, sigma
706, alpha
707, delta
708, alpha
709, xi
710, alpha
711, xi
712, delta
713, gamma
714, alpha
715, xi
716, mu
717, delta
718, mu
719, delta
720, mu
721, xi
722, alpha
723, delta
724, lambda
725, pi
726, alpha
727, alpha
728, pi
729, delta
730, xi
731, mu
732, alpha
733, xi
734, xi
735, xi
736, xi
737, mu
738, delta
739, alpha
740, alpha
741, mu
742, xi
743, xi
744, xi
745, mu
746, alpha
747, alpha
748, alpha
749, xi
750, pi
751, pi
752, gamma
753, mu
754, alpha
755, delta
756, pi
757, gamma
758, alpha
759, alpha
760, alpha
761, alpha
762, alpha
763, alpha
764, mu
765, pi
766, delta
767, xi
768, sigma
769, mu
770, alpha
771, lambda
772, xi
773, alpha
774, gamma
775, xi
776, xi
777, mu
778, delta
779, xi
780, xi
781, pi
782, mu
783, gamma
784, omega
785, mu
786, xi
787, pi
788, alpha
789, beta
790, pi
791, xi
792, pi
793, alpha
794, mu
795, alpha
796, mu
797, gamma
798, xi
799, alpha
800, alpha
801, alpha
802, alpha
803, alpha
804, sigma
805, beta
806, gamma
807, gamma
808, xi
809, mu
810, alpha
811, alpha
812, alpha
813, xi
814, alpha
815, delta
816, gamma
817, sigma
818, xi
819, pi
820, mu
821, xi
822, alpha
823, xi
824, xi
825, beta
826, pi
827, mu
828, gamma
829, xi
830, mu
831, alpha
832, mu
833, xi
834, sigma
835, alpha
836, alpha
837, xi
838, mu
839, xi
840, xi
841, alpha
842, pi
843, gamma
844, alpha
845, mu
846, mu
847, mu
848, alpha
849, alpha
850, gamma
851, mu
852, delta
853, lambda
854, alpha
855, mu
856, xi
857, lambda
858, delta
859, mu
860, xi
861, alpha
862, gamma
863, xi
864, xi
865, delta
866, pi
867, beta
868, mu
869, alpha
870, xi
871, alpha
872, alpha
873, sigma
874, pi
875, pi
876, xi
877, delta
878, delta
879, sigma
880, gamma
881, gamma
882, beta
883, xi
884, xi
885, delta
886, xi
887, alpha
888, alpha
889, delta
890, delta
891, pi
892, alpha
893, gamma
894, alpha
895, xi
896, pi
897, pi
898, xi
899, mu
900, alpha
901, alpha
902, xi
903, gamma
904, gamma
905, xi
906, xi
907, beta
908, omega
909, xi
910, gamma
911, xi
912, xi
913, mu
914, xi
915, pi
916, xi
917, alpha
918, mu
919, xi
920, mu
921, alpha
922, mu
923, beta
924, xi
925, delta
926, mu
927, sigma
928, mu
929, lambda
930, xi
931, alpha
932, mu
933, delta
934, alpha
935, xi
936, alpha
937, sigma
938, alpha
939, alpha
940, xi
941, delta
942, sigma
943, xi
944, alpha
945, gamma
946, alpha
947, delta
948, xi
949, alpha
950, alpha
951, delta
952, xi
953, xi
954, sigma
955, beta
956, mu
957, xi
958, delta
959, gamma
960, alpha
961, alpha
962, alpha
963, alpha
964, xi
965, xi
966, delta
967, sigma
968, xi
969, mu
970, xi
971, alpha
972, alpha
973, gamma
974, delta
975, xi
976, omega
977, beta
978, pi
979, alpha
980, gamma
981, mu
982, xi
983, xi
984, alpha
985, lambda
986, pi
987, gamma
988, delta
989, pi
990, xi
991, lambda
992, xi
993, gamma
994, delta
995, sigma
996, xi
997, gamma
998, xi
999, xi
1000, mu
1001, sigma
1002, xi
1003, gamma
1004, mu
1005, xi
1006, delta
1007, delta
1008, alpha
1009, xi
1010, delta
1011, gamma
1012, alpha
1013, xi
1014, lambda
1015, alpha
1016, pi
1017, lambda
1018, xi
1019, pi
1020, alpha
1021, gamma
1022, alpha
1023, beta
1024, alpha
1025, pi
1026, xi
1027, alpha
1028, gamma
1029, omega
1030, mu
1031, mu
1032, lambda
1033, omega
1034, alpha
1035, omega
1036, alpha
1037, mu
1038, mu
1039, delta
1040, beta
1041, alpha
1042, alpha
1043, xi
1044, xi
1045, gamma
1046, alpha
1047, xi
1048, pi
1049, alpha
1050, delta
1051, delta
1052, alpha
1053, xi
1054, omega
1055, alpha
1056, xi
1057, pi
1058, alpha
1059, alpha
1060, pi
1061, lambda
1062, xi
1063, xi
1064, omega
1065, alpha
1066, alpha
1067, lambda
1068, delta
1069, gamma
1070, alpha
1071, pi
1072, delta
1073, alpha
1074, alpha
1075, xi
1076, omega
1077, delta
1078, alpha
1079, pi
1080, pi
1081, mu
1082, alpha
1083, gamma
1084, xi
1085, xi
1086, delta
1087, xi
1088, alpha
1089, xi
1090, omega
1091, lambda
1092, xi
1093, pi
1094, mu
1095, xi
1096, xi
1097, lambda
1098, delta
1099, beta
1100, xi
1101, alpha
1102, xi
1103, delta
1104, delta
1105, lambda
1106, gamma
1107, omega
1108, xi
1109, gamma
1110, delta
1111, pi
1112, xi
1113, xi
1114, pi
1115, alpha
1116, delta
1117, pi
1118, pi
1119, delta
1120, alpha
1121, delta
1122, gamma
1123, xi
1124, xi
1125, alpha
1126, mu
1127, xi
1128, mu
1129, xi
1130, alpha
1131, pi
1132, xi
1133, xi
1134, alpha
1135, alpha
1136, alpha
1137, delta
1138, alpha
1139, mu
1140, omega
1141, xi
1142, xi
1143, xi
1144, alpha
1145, alpha
1146, gamma
1147, alpha
1148, alpha
1149, alpha
1150, alpha
1151, delta
1152, sigma
1153, alpha
1154, alpha
1155, mu
1156, delta
1157, sigma
1158, gamma
1159, xi
1160, sigma
1161, delta
1162, gamma
1163, sigma
1164, delta
1165, mu
1166, gamma
1167, xi
1168, delta
1169, xi
1170, alpha
1171, lambda
1172, omega
1173, xi
1174, pi
1175, gamma
1176, xi
1177, sigma
1178, alpha
1179, alpha
1180, xi
1181, pi
1182, alpha
1183, xi
1184, mu
1185, gamma
1186, xi
1187, xi
1188, mu
1189, pi
1190, alpha
1191, sigma
1192, alpha
1193, alpha
1194, alpha
1195, alpha
1196, gamma
1197, delta
1198, xi
1199, alpha
1200, alpha
1201, alpha
1202, alpha
1203, mu
1204, delta
1205, mu
1206, xi
1207, alpha
1208, alpha
1209, xi
1210, alpha
1211, xi
1212, mu
1213, alpha
1214, pi
1215, mu
1216, beta
1217, alpha
1218, alpha
1219, xi
1220, alpha
1221, gamma
1222, mu
1223, xi
1224, delta
1225, pi
1226, xi
1227, xi
1228, delta
1229, delta
1230, alpha
1231, pi
1232, alpha
1233, alpha
1234, sigma
1235, alpha
1236, pi
1237, alpha
1238, mu
1239, delta
1240, gamma
1241, mu
1242, mu
1243, gamma
1244, xi
1245, alpha
1246, beta
1247, xi
1248, alpha
