1, 49
2, 37
3, 15
4, 11
5, 6
6, 10
7, 10
8, 44
9, 11
10, 17
11, 43
12, 49
13, 17
14, 6
15, 46
16, 43
17, 7
18, 47
19, 23
20, 42
21, 26
22, 15
23, 2
24, 4
25, 30
26, 35
27, 20
28, 25
29, 8
30, 9
31, 0
32, 25
33, 49
34, 42
35, 42
36, 45
37, 15
38, 16
39, 29
40, 7
41, 11
42, 26
43, 22
44, 11
45, 27
46, 15
47, 24
48, 16
49, 12
50, 37
51, 34
52, 33
53, 7
54, 10
55, 30
56, 4
57, 17
58, 42
59, 30
60, 0
61, 10
62, 13
63, 43
64, 24
65, 33
66, 23
67, 15
68, 20
69, 13
70, 14
71, 37
72, 30
73, 28
74, 39
75, 21
76, 38
77, 33
78, 8
79, 47
80, 25
81, 24
82, 24
83, 9
84, 3
85, 25
86, 23
87, 23
88, 5
89, 16
90, 35
91, 26
92, 20
93, 38
94, 9
95, 49
96, 6
97, 7
98, 32
99, 12
100, 25
101, 30
102, 19
103, 25
104, 35
105, 46
106, 4
107, 41
108, 26
109, 30
110, 5
111, 50
112, 36
113, 40
114, 9
115, 4
116, 7
117, 6
118, 7
119, 24
120, 7
121, 0
122, 46
123, 20
124, 32
125, 46
126, 48
127, 43
128, 14
129, 23
130, 48
131, 11
132, 30
133, 21
134, 3
135, 15
136, 9
137, 33
138, 19
139, 42
140, 49
141, 50
142, 43
143, 23
144, 12
145, 23
146, 6
147, 23
148, 16
149, 25
150, 32
151, 17
152, 16
153, 9
154, 26
155, 33
156, 25
157, 17
158, 5
159, 21
160, 11
161, 22
162, 1
163, 14
164, 15
165, 13
166, 27
167, 23
168, 35
169, 7
170, 0
171, 17
172, 19
173, 23
174, 26
175, 50
176, 1
177, 11
178, 8
179, 17
180, 6
181, 29
182, 13
183, 33
184, 2
185, 48
186, 12
187, 34
188, 9
189, 13
190, 44
191, 28
192, 13
193, 19
194, 31
195, 9
196, 46
197, 44
198, 22
199, 15
200, 35
201, 10
202, 29
203, 3
204, 20
205, 7
206, 9
207, 38
208, 11
209, 31
210, 2
211, 15
212, 32
213, 50
214, 20
215, 41
216, 2
217, 30
218, 24
219, 2
220, 7
221, 16
222, 12
223, 8
224, 2
225, 31
226, 38
227, 10
228, 12
229, 34
230, 7
231, 14
232, 41
233, 16
234, 20
235, 35
236, 12
237, 27
238, 0
239, 27
240, 23
241, 27
242, 6
243, 28
244, 7
245, 30
246, 21
247, 6
248, 2
249, 27
250, 1
251, 5
252, 5
253, 28
254, 10
255, 39
256, 2
257, 36
258, 43
259, 47
260, 9
261, 1
262, 46
263, 20
264, 27
265, 13
266, 41
267, 12
268, 2
269, 42
270, 15
271, 7
272, 17
273, 45
274, 23
275, 21
276, 27
277, 2
278, 8
279, 44
280, 21
281, 2
282, 6
283, 15
284, 36
285, 49
286, 9
287, 20
288, 17
289, 35
290, 19
291, 34
292, 7
293, 10
294, 33
295, 24
296, 50
297, 15
298, 16
299, 7
300, 49
301, 42
302, 17
303, 0
304, 40
305, 16
306, 43
307, 47
308, 12
309, 15
310, 23
311, 25
312, 3
313, 11
314, 10
315, 11
316, 41
317, 10
318, 23
319, 13
320, 41
321, 45
322, 16
323, 18
324, 19
325, 23
326, 45
327, 39
328, 12
329, 3
330, 21
331, 35
332, 13
333, 16
334, 13
335, 26
336, 36
337, 45
338, 45
339, 49
340, 2
341, 7
342, 25
343, 27
344, 25
345, 28
346, 35
347, 9
348, 9
349, 14
350, 11
351, 6
352, 9
353, 0
354, 37
355, 20
356, 6
357, 28
358, 0
359, 6
360, 21
361, 49
362, 48
363, 15
364, 11
365, 7
366, 9
367, 8
368, 34
369, 26
370, 14
371, 9
372, 14
373, 0
374, 42
375, 46
376, 37
377, 46
378, 13
379, 9
380, 7
381, 50
382, 14
383, 39
384, 48
385, 47
386, 44
387, 5
388, 23
389, 14
390, 31
391, 43
392, 41
393, 5
394, 8
395, 26
396, 9
397, 14
398, 11
399, 23
400, 34
401, 26
402, 1
403, 46
404, 30
405, 13
406, 6
407, 0
408, 28
409, 25
410, 31
411, 48
412, 15
413, 13
414, 16
415, 2
416, 46
417, 13
418, 19
419, 15
420, 6
421, 44
422, 49
423, 16
424, 47
425, 0
426, 5
427, 15
428, 14
429, 12
430, 2
431, 21
432, 16
433, 33
434, 6
435, 5
436, 20
437, 42
438, 11
439, 16
440, 13
441, 6
442, 25
443, 21
444, 44
445, 9
446, 34
447, 20
448, 33
449, 41
450, 6
451, 16
452, 40
453, 15
454, 25
455, 11
456, 0
457, 30
458, 34
459, 9
460, 3
461, 44
462, 2
463, 39
464, 18
465, 0
466, 44
467, 12
468, 37
469, 11
470, 21
471, 43
472, 21
473, 10
474, 27
475, 41
476, 9
477, 4
478, 34
479, 16
480, 7
481, 7
482, 9
483, 42
484, 13
485, 0
486, 23
487, 48
488, 25
489, 50
490, 7
491, 36
492, 1
493, 13
494, 41
495, 7
496, 3
497, 17
498, 8
499, 22
500, 28
501, 11
502, 6
503, 6
504, 24
505, 0
506, 32
507, 16
508, 29
509, 28
510, 46
511, 35
512, 32
513, 6
514, 33
